city,timestamp,temperature,season
New York,2010-04-28,5.50007562558775,spring
New York,2010-04-29,7.746888141138001,spring
New York,2010-04-30,14.60572555949571,spring
New York,2010-05-01,13.77349221284111,spring
New York,2010-05-02,9.829086183863819,spring
New York,2010-05-03,12.959633705004336,spring
New York,2010-05-04,5.763027192154963,spring
New York,2010-05-05,7.205752603194752,spring
New York,2010-05-06,4.072202246458337,spring
New York,2010-05-07,1.0813583648797618,spring
New York,2010-05-08,9.099461453905834,spring
New York,2010-05-09,3.926674002918789,spring
New York,2010-05-10,6.066063574719316,spring
New York,2010-05-11,11.30563054626248,spring
New York,2010-05-12,15.52076667830746,spring
New York,2010-05-13,19.184131664805633,spring
New York,2010-05-14,10.195190948507388,spring
New York,2010-05-15,10.245263976012911,spring
New York,2010-05-16,9.1643215893244,spring
New York,2010-05-17,15.296679388024922,spring
New York,2010-05-18,11.088868817029214,spring
New York,2010-05-19,11.04370987862359,spring
New York,2010-05-20,8.693247558227023,spring
New York,2010-05-21,9.780320554575427,spring
New York,2010-05-22,13.78871270419392,spring
New York,2010-05-23,6.33006507474103,spring
New York,2010-05-24,3.590054462052419,spring
New York,2010-05-25,4.408658643969266,spring
New York,2010-05-26,13.074481874085242,spring
New York,2010-05-27,18.304295470002714,spring
New York,2010-05-28,6.7821483503892175,spring
New York,2010-05-29,5.163470866412877,spring
New York,2010-05-30,6.7248596700784615,spring
New York,2010-05-31,6.76023008639017,spring
New York,2010-06-01,21.48529023135049,summer
New York,2010-06-02,17.59885488970886,summer
New York,2010-06-03,24.057449641539286,summer
New York,2010-06-04,20.898673329860486,summer
New York,2010-06-05,22.786248781957298,summer
New York,2010-06-06,26.16335257373193,summer
New York,2010-06-07,19.293638954749063,summer
New York,2010-06-08,17.713617695423835,summer
New York,2010-06-09,15.959182692661127,summer
New York,2010-06-10,22.04166225911314,summer
New York,2010-06-11,27.83536362637505,summer
New York,2010-06-12,25.89898003450207,summer
New York,2010-06-13,30.379365473758313,summer
New York,2010-06-14,28.682797790521427,summer
New York,2010-06-15,24.317507100855547,summer
New York,2010-06-16,29.212748976306486,summer
New York,2010-06-17,27.33177411555062,summer
New York,2010-06-18,19.530972899349898,summer
New York,2010-06-19,29.581081933479773,summer
New York,2010-06-20,22.36036126834169,summer
New York,2010-06-21,22.198002315706844,summer
New York,2010-06-22,24.11082353743127,summer
New York,2010-06-23,19.45546310152499,summer
New York,2010-06-24,25.75035983801611,summer
New York,2010-06-25,24.960967678977784,summer
New York,2010-06-26,24.874324683709098,summer
New York,2010-06-27,26.10031350094604,summer
New York,2010-06-28,37.62445479527631,summer
New York,2010-06-29,20.832523536586187,summer
New York,2010-06-30,24.860068977973746,summer
New York,2010-07-01,34.88959623407883,summer
New York,2010-07-02,23.59600477634785,summer
New York,2010-07-03,29.60556182176461,summer
New York,2010-07-04,24.64056446510125,summer
New York,2010-07-05,24.67995438202098,summer
New York,2010-07-06,30.992082290023994,summer
New York,2010-07-07,25.60251765546607,summer
New York,2010-07-08,27.302919197227006,summer
New York,2010-07-09,25.559030510030897,summer
New York,2010-07-10,27.768861692904782,summer
New York,2010-07-11,22.79127594325589,summer
New York,2010-07-12,16.52510206504514,summer
New York,2010-07-13,31.64353302525902,summer
New York,2010-07-14,19.83135754145321,summer
New York,2010-07-15,26.21464640505955,summer
New York,2010-07-16,23.68071951717387,summer
New York,2010-07-17,19.8353898194271,summer
New York,2010-07-18,26.65034319781346,summer
New York,2010-07-19,26.87780131267744,summer
New York,2010-07-20,28.974812731095998,summer
New York,2010-07-21,33.13725883472091,summer
New York,2010-07-22,32.304297988859204,summer
New York,2010-07-23,21.26224383595304,summer
New York,2010-07-24,23.91008239287772,summer
New York,2010-07-25,21.319320127826476,summer
New York,2010-07-26,19.656310965870965,summer
New York,2010-07-27,31.3452652155406,summer
New York,2010-07-28,27.29510412844352,summer
New York,2010-07-29,12.809248135247476,summer
New York,2010-07-30,29.214261818778994,summer
New York,2010-07-31,20.739481745492494,summer
New York,2010-08-01,22.699682732246437,summer
New York,2010-08-02,28.113500388216934,summer
New York,2010-08-03,28.263846865368503,summer
New York,2010-08-04,33.72274153097649,summer
New York,2010-08-05,20.553078825167507,summer
New York,2010-08-06,21.650429577536052,summer
New York,2010-08-07,22.048197936460756,summer
New York,2010-08-08,24.996849600441706,summer
New York,2010-08-09,35.28873158999189,summer
New York,2010-08-10,30.44049271949662,summer
New York,2010-08-11,22.563609885830566,summer
New York,2010-08-12,29.14529561728767,summer
New York,2010-08-13,24.35501858898103,summer
New York,2010-08-14,16.59898811027945,summer
New York,2010-08-15,17.30463461113232,summer
New York,2010-08-16,22.609121421317244,summer
New York,2010-08-17,16.54010240003288,summer
New York,2010-08-18,23.539975450909743,summer
New York,2010-08-19,29.838600178302983,summer
New York,2010-08-20,29.736240416931796,summer
New York,2010-08-21,18.978184519751373,summer
New York,2010-08-22,25.71651292513989,summer
New York,2010-08-23,30.3574318440125,summer
New York,2010-08-24,33.50410036481882,summer
New York,2010-08-25,30.345169525696473,summer
New York,2010-08-26,31.240206485110875,summer
New York,2010-08-27,26.556885716241048,summer
New York,2010-08-28,18.538062452896554,summer
New York,2010-08-29,25.099404972284827,summer
New York,2010-08-30,27.595270520650104,summer
New York,2010-08-31,19.5569983906438,summer
New York,2010-09-01,11.695189690087545,autumn
New York,2010-09-02,10.122862814059921,autumn
New York,2010-09-03,17.084992877753912,autumn
New York,2010-09-04,9.924682864777566,autumn
New York,2010-09-05,10.436596541723517,autumn
New York,2010-09-06,16.042750080744156,autumn
New York,2010-09-07,18.896297608512516,autumn
New York,2010-09-08,10.679467029480456,autumn
New York,2010-09-09,17.933578300454673,autumn
New York,2010-09-10,13.175160989064352,autumn
New York,2010-09-11,17.02672641905281,autumn
New York,2010-09-12,10.98609692853027,autumn
New York,2010-09-13,9.389689404747513,autumn
New York,2010-09-14,13.810522268310908,autumn
New York,2010-09-15,19.423933079703055,autumn
New York,2010-09-16,10.816174061346,autumn
New York,2010-09-17,14.4965300655793,autumn
New York,2010-09-18,9.143163692799433,autumn
New York,2010-09-19,5.2652730547868245,autumn
New York,2010-09-20,17.010670048969722,autumn
New York,2010-09-21,14.969708293215831,autumn
New York,2010-09-22,13.514256767250997,autumn
New York,2010-09-23,8.327939305329998,autumn
New York,2010-09-24,10.651781664805153,autumn
New York,2010-09-25,28.24700470251618,autumn
New York,2010-09-26,15.164995225088841,autumn
New York,2010-09-27,16.833420983683087,autumn
New York,2010-09-28,17.813316096051686,autumn
New York,2010-09-29,21.283997818377806,autumn
New York,2010-09-30,15.03213452273475,autumn
New York,2010-10-01,19.34429543314687,autumn
New York,2010-10-02,14.183771391304843,autumn
New York,2010-10-03,12.054651418004006,autumn
New York,2010-10-04,22.338284077760463,autumn
New York,2010-10-05,19.401948980825498,autumn
New York,2010-10-06,4.520295497100184,autumn
New York,2010-10-07,8.556663189994254,autumn
New York,2010-10-08,19.054584564298942,autumn
New York,2010-10-09,13.111015564669758,autumn
New York,2010-10-10,12.126774217318411,autumn
New York,2010-10-11,14.549296492828514,autumn
New York,2010-10-12,14.718178931251984,autumn
New York,2010-10-13,26.109765790705282,autumn
New York,2010-10-14,11.604756578519828,autumn
New York,2010-10-15,22.67791199307502,autumn
New York,2010-10-16,21.09057982261444,autumn
New York,2010-10-17,12.495357590155399,autumn
New York,2010-10-18,22.391667130240307,autumn
New York,2010-10-19,21.641881948650127,autumn
New York,2010-10-20,12.220070733939735,autumn
New York,2010-10-21,10.230297173208816,autumn
New York,2010-10-22,21.913479572236298,autumn
New York,2010-10-23,21.180984952634546,autumn
New York,2010-10-24,19.04964476457384,autumn
New York,2010-10-25,10.042337204344953,autumn
New York,2010-10-26,11.379577595269268,autumn
New York,2010-10-27,14.740896317102791,autumn
New York,2010-10-28,16.749103108933173,autumn
New York,2010-10-29,11.227387200610856,autumn
New York,2010-10-30,13.978591849427655,autumn
New York,2010-10-31,18.53644574459314,autumn
New York,2010-11-01,15.506363982477199,autumn
New York,2010-11-02,13.068604841601866,autumn
New York,2010-11-03,12.691859390619248,autumn
New York,2010-11-04,23.45900625531167,autumn
New York,2010-11-05,17.624144210397965,autumn
New York,2010-11-06,23.880013739299997,autumn
New York,2010-11-07,16.409976457118926,autumn
New York,2010-11-08,16.358313089018313,autumn
New York,2010-11-09,15.981607118213795,autumn
New York,2010-11-10,7.105334169858003,autumn
New York,2010-11-11,17.31929511193683,autumn
New York,2010-11-12,16.706633297477882,autumn
New York,2010-11-13,23.300715907782077,autumn
New York,2010-11-14,15.39134183579207,autumn
New York,2010-11-15,8.461112844507106,autumn
New York,2010-11-16,22.04960483281721,autumn
New York,2010-11-17,12.325790880189228,autumn
New York,2010-11-18,19.240870987026007,autumn
New York,2010-11-19,9.910855585405375,autumn
New York,2010-11-20,20.832962955209375,autumn
New York,2010-11-21,19.53819812577766,autumn
New York,2010-11-22,7.0810555219811935,autumn
New York,2010-11-23,18.73502644147662,autumn
New York,2010-11-24,23.15411607948105,autumn
New York,2010-11-25,14.725100527549253,autumn
New York,2010-11-26,6.784735694296204,autumn
New York,2010-11-27,15.917287230847553,autumn
New York,2010-11-28,21.49297962612699,autumn
New York,2010-11-29,18.721497297553995,autumn
New York,2010-11-30,17.16077106008994,autumn
New York,2010-12-01,2.4191868297756285,winter
New York,2010-12-02,1.2011404971054065,winter
New York,2010-12-03,0.6774456322044573,winter
New York,2010-12-04,-2.9893060933770133,winter
New York,2010-12-05,-1.2515472751848258,winter
New York,2010-12-06,5.096514825029493,winter
New York,2010-12-07,-2.6152391116386156,winter
New York,2010-12-08,-2.487724643430884,winter
New York,2010-12-09,11.942696492554463,winter
New York,2010-12-10,-0.5181092028330961,winter
New York,2010-12-11,3.5945227348645603,winter
New York,2010-12-12,-3.15778949681921,winter
New York,2010-12-13,4.893274883913575,winter
New York,2010-12-14,0.015096222157163379,winter
New York,2010-12-15,8.79602633288361,winter
New York,2010-12-16,0.6888301430887935,winter
New York,2010-12-17,-9.934392335598751,winter
New York,2010-12-18,3.8682978294780797,winter
New York,2010-12-19,-3.085071963937173,winter
New York,2010-12-20,-3.644765588285071,winter
New York,2010-12-21,8.371387819880761,winter
New York,2010-12-22,0.27166601857440675,winter
New York,2010-12-23,-6.656445710835882,winter
New York,2010-12-24,-1.5610353761158626,winter
New York,2010-12-25,-3.669274722590727,winter
New York,2010-12-26,-1.2546566850444436,winter
New York,2010-12-27,-4.795895139572725,winter
New York,2010-12-28,3.650625244545456,winter
New York,2010-12-29,3.4667514923381364,winter
New York,2010-12-30,10.530434582374323,winter
New York,2010-12-31,-1.7344159765657452,winter
New York,2011-01-01,12.409369205620905,winter
New York,2011-01-02,-0.9395106561819657,winter
New York,2011-01-03,-0.25834059708613866,winter
New York,2011-01-04,-7.5942873376700515,winter
New York,2011-01-05,7.565930955568886,winter
New York,2011-01-06,4.647889524061356,winter
New York,2011-01-07,-0.3610619126700141,winter
New York,2011-01-08,-6.279048061079044,winter
New York,2011-01-09,7.603525727903016,winter
New York,2011-01-10,4.4500992740534695,winter
New York,2011-01-11,4.965943619513925,winter
New York,2011-01-12,-3.630661706235023,winter
New York,2011-01-13,0.8703918647789378,winter
New York,2011-01-14,7.663366102296902,winter
New York,2011-01-15,2.6476503221124963,winter
New York,2011-01-16,4.03677466846132,winter
New York,2011-01-17,7.524734414962966,winter
New York,2011-01-18,-2.2517523412187708,winter
New York,2011-01-19,5.359395329198582,winter
New York,2011-01-20,0.25793042333970384,winter
New York,2011-01-21,6.965850942736015,winter
New York,2011-01-22,2.044462778402055,winter
New York,2011-01-23,-0.8859550535820065,winter
New York,2011-01-24,-0.23487743924815263,winter
New York,2011-01-25,-5.344817244600239,winter
New York,2011-01-26,-0.2970170271966674,winter
New York,2011-01-27,7.599623859735868,winter
New York,2011-01-28,1.3097342937112522,winter
New York,2011-01-29,1.4060960292032874,winter
New York,2011-01-30,2.237491447390102,winter
New York,2011-01-31,-3.247077037261732,winter
New York,2011-02-01,-6.6792538916822854,winter
New York,2011-02-02,-2.978672288018953,winter
New York,2011-02-03,2.557494432440961,winter
New York,2011-02-04,2.231039683650783,winter
New York,2011-02-05,1.857203643546106,winter
New York,2011-02-06,0.960005911108557,winter
New York,2011-02-07,1.6506516551883124,winter
New York,2011-02-08,1.5644617937865157,winter
New York,2011-02-09,-3.943767568272233,winter
New York,2011-02-10,1.484741440996393,winter
New York,2011-02-11,12.436910922443289,winter
New York,2011-02-12,1.0023078280082807,winter
New York,2011-02-13,0.474833970193883,winter
New York,2011-02-14,5.839510965865654,winter
New York,2011-02-15,-5.002902836191297,winter
New York,2011-02-16,-3.4691220909025464,winter
New York,2011-02-17,4.412997665768691,winter
New York,2011-02-18,2.8905460187324525,winter
New York,2011-02-19,0.8049428645386101,winter
New York,2011-02-20,1.4908459954597297,winter
New York,2011-02-21,-0.9802891528724776,winter
New York,2011-02-22,0.3361760000838426,winter
New York,2011-02-23,3.4096782692755756,winter
New York,2011-02-24,3.1340991853202764,winter
New York,2011-02-25,5.661203084976448,winter
New York,2011-02-26,2.3026502115432503,winter
New York,2011-02-27,-1.148148577422238,winter
New York,2011-02-28,0.5767559490854809,winter
New York,2011-03-01,8.129667318223895,spring
New York,2011-03-02,3.3148721044671365,spring
New York,2011-03-03,3.5200561454241726,spring
New York,2011-03-04,9.286973792073093,spring
New York,2011-03-05,5.296507216714387,spring
New York,2011-03-06,5.620674505745111,spring
New York,2011-03-07,2.0099949312270375,spring
New York,2011-03-08,7.329401017482537,spring
New York,2011-03-09,7.242921214133,spring
New York,2011-03-10,22.185369544181228,spring
New York,2011-03-11,17.417323998569408,spring
New York,2011-03-12,6.15063283129353,spring
New York,2011-03-13,5.989101521591352,spring
New York,2011-03-14,11.291291400390946,spring
New York,2011-03-15,9.065873538188606,spring
New York,2011-03-16,3.3193221836436155,spring
New York,2011-03-17,4.877337335481049,spring
New York,2011-03-18,6.5950423222112065,spring
New York,2011-03-19,6.935712869864952,spring
New York,2011-03-20,11.311623179752578,spring
New York,2011-03-21,5.320057830849553,spring
New York,2011-03-22,10.985499548780492,spring
New York,2011-03-23,8.397085458048421,spring
New York,2011-03-24,8.878727021165279,spring
New York,2011-03-25,10.042494767138756,spring
New York,2011-03-26,11.42827302166079,spring
New York,2011-03-27,15.604109237510555,spring
New York,2011-03-28,3.632712606015371,spring
New York,2011-03-29,6.48713944851654,spring
New York,2011-03-30,10.51799460737486,spring
New York,2011-03-31,11.601440012876061,spring
New York,2011-04-01,18.891620140806126,spring
New York,2011-04-02,19.077878870074933,spring
New York,2011-04-03,-3.913334562273816,spring
New York,2011-04-04,17.167418005191518,spring
New York,2011-04-05,2.628008044009716,spring
New York,2011-04-06,15.503847909292656,spring
New York,2011-04-07,6.712571586568501,spring
New York,2011-04-08,3.1684341539275884,spring
New York,2011-04-09,9.997932179879916,spring
New York,2011-04-10,7.160230851659809,spring
New York,2011-04-11,4.896299971859616,spring
New York,2011-04-12,12.777139885048687,spring
New York,2011-04-13,0.6770897006974455,spring
New York,2011-04-14,4.068660337423303,spring
New York,2011-04-15,8.666141662526421,spring
New York,2011-04-16,15.11383285728759,spring
New York,2011-04-17,2.826960513037049,spring
New York,2011-04-18,10.644147467609729,spring
New York,2011-04-19,6.238277977054259,spring
New York,2011-04-20,9.769050789215461,spring
New York,2011-04-21,13.29010616901156,spring
New York,2011-04-22,17.069539525177063,spring
New York,2011-04-23,13.093966508660673,spring
New York,2011-04-24,15.998639600483468,spring
New York,2011-04-25,2.246163128388946,spring
New York,2011-04-26,5.62977438812919,spring
New York,2011-04-27,3.6659603359672914,spring
New York,2011-04-28,15.795600877328328,spring
New York,2011-04-29,5.708064246332843,spring
New York,2011-04-30,16.551252729978234,spring
New York,2011-05-01,10.211797802674573,spring
New York,2011-05-02,10.807139527600782,spring
New York,2011-05-03,15.494884439310638,spring
New York,2011-05-04,12.117126449160834,spring
New York,2011-05-05,10.653713227859136,spring
New York,2011-05-06,5.495105353669666,spring
New York,2011-05-07,14.56307629279103,spring
New York,2011-05-08,-0.06914066094497073,spring
New York,2011-05-09,10.714428829833505,spring
New York,2011-05-10,11.620979728229415,spring
New York,2011-05-11,-0.6617305918899063,spring
New York,2011-05-12,8.060656887057233,spring
New York,2011-05-13,6.760739773609057,spring
New York,2011-05-14,5.625969690002692,spring
New York,2011-05-15,5.156139058199042,spring
New York,2011-05-16,6.16089418056106,spring
New York,2011-05-17,7.758354030127881,spring
New York,2011-05-18,11.44434213232411,spring
New York,2011-05-19,6.010914486057222,spring
New York,2011-05-20,7.776937557162033,spring
New York,2011-05-21,12.581509411916802,spring
New York,2011-05-22,18.209643953971057,spring
New York,2011-05-23,12.628282255260348,spring
New York,2011-05-24,10.430326013290916,spring
New York,2011-05-25,3.6399654327751465,spring
New York,2011-05-26,3.9641426527971326,spring
New York,2011-05-27,5.042942888153185,spring
New York,2011-05-28,9.729433401555859,spring
New York,2011-05-29,4.644877153813438,spring
New York,2011-05-30,4.945654603157921,spring
New York,2011-05-31,14.301499884269116,spring
New York,2011-06-01,17.993647122293552,summer
New York,2011-06-02,23.076654611823223,summer
New York,2011-06-03,30.128962479187138,summer
New York,2011-06-04,28.67004628812912,summer
New York,2011-06-05,25.960673429969194,summer
New York,2011-06-06,33.86040463854806,summer
New York,2011-06-07,24.078383664717048,summer
New York,2011-06-08,27.46201883139375,summer
New York,2011-06-09,19.11183360808197,summer
New York,2011-06-10,24.36265647668632,summer
New York,2011-06-11,22.865462353609182,summer
New York,2011-06-12,25.1332083187521,summer
New York,2011-06-13,16.447145324429894,summer
New York,2011-06-14,16.81421581784189,summer
New York,2011-06-15,29.193799639033976,summer
New York,2011-06-16,24.40189910207771,summer
New York,2011-06-17,24.886464486312796,summer
New York,2011-06-18,25.701882290727877,summer
New York,2011-06-19,21.577198640020587,summer
New York,2011-06-20,20.900592539628533,summer
New York,2011-06-21,23.630000912622123,summer
New York,2011-06-22,23.823298233890608,summer
New York,2011-06-23,25.41692438777898,summer
New York,2011-06-24,24.126328269833298,summer
New York,2011-06-25,16.17310626596852,summer
New York,2011-06-26,27.124906222965603,summer
New York,2011-06-27,16.33188580252459,summer
New York,2011-06-28,27.3598472191896,summer
New York,2011-06-29,26.5022429733908,summer
New York,2011-06-30,26.044643915462714,summer
New York,2011-07-01,28.844087406951704,summer
New York,2011-07-02,30.42604074434003,summer
New York,2011-07-03,21.953901646644823,summer
New York,2011-07-04,21.16002158339862,summer
New York,2011-07-05,23.367956316173373,summer
New York,2011-07-06,43.32717094939061,summer
New York,2011-07-07,18.5911463534117,summer
New York,2011-07-08,28.66538781183053,summer
New York,2011-07-09,26.936107216029992,summer
New York,2011-07-10,13.87271688466367,summer
New York,2011-07-11,22.814473821676106,summer
New York,2011-07-12,22.014106989096256,summer
New York,2011-07-13,23.47203518598572,summer
New York,2011-07-14,21.564460828491523,summer
New York,2011-07-15,23.3411228956815,summer
New York,2011-07-16,25.931756722079715,summer
New York,2011-07-17,27.838107603109442,summer
New York,2011-07-18,27.584160080745114,summer
New York,2011-07-19,24.539514490116566,summer
New York,2011-07-20,19.165758175224497,summer
New York,2011-07-21,26.54474478704972,summer
New York,2011-07-22,26.06476765374192,summer
New York,2011-07-23,20.976738762931557,summer
New York,2011-07-24,28.91571519480879,summer
New York,2011-07-25,23.49095115828231,summer
New York,2011-07-26,27.36675112945757,summer
New York,2011-07-27,31.187879632737477,summer
New York,2011-07-28,24.86940953715183,summer
New York,2011-07-29,27.6309415260001,summer
New York,2011-07-30,22.254626936267098,summer
New York,2011-07-31,33.2782981361124,summer
New York,2011-08-01,28.34402164699613,summer
New York,2011-08-02,25.83277488652643,summer
New York,2011-08-03,22.68709023279886,summer
New York,2011-08-04,23.600937544712167,summer
New York,2011-08-05,22.76405605866678,summer
New York,2011-08-06,28.726188016189138,summer
New York,2011-08-07,32.759497892513195,summer
New York,2011-08-08,25.767792577133207,summer
New York,2011-08-09,31.173074707372237,summer
New York,2011-08-10,25.746042127951185,summer
New York,2011-08-11,24.970476494596802,summer
New York,2011-08-12,26.28772265870289,summer
New York,2011-08-13,28.78478459640233,summer
New York,2011-08-14,29.369349102567178,summer
New York,2011-08-15,33.8434486116922,summer
New York,2011-08-16,33.9344232958141,summer
New York,2011-08-17,21.134194392217204,summer
New York,2011-08-18,29.86026037441689,summer
New York,2011-08-19,18.84813902992299,summer
New York,2011-08-20,29.422301305743225,summer
New York,2011-08-21,29.472124225302746,summer
New York,2011-08-22,17.547904833074483,summer
New York,2011-08-23,26.933927335178552,summer
New York,2011-08-24,28.201711533263826,summer
New York,2011-08-25,28.772478081754606,summer
New York,2011-08-26,25.886191421894072,summer
New York,2011-08-27,31.65227121669036,summer
New York,2011-08-28,29.484959720085165,summer
New York,2011-08-29,25.235706605235762,summer
New York,2011-08-30,29.341436859330948,summer
New York,2011-08-31,22.043014783902834,summer
New York,2011-09-01,14.689647252574357,autumn
New York,2011-09-02,16.284480513945475,autumn
New York,2011-09-03,19.408805515399713,autumn
New York,2011-09-04,12.202724485783493,autumn
New York,2011-09-05,19.774432946733377,autumn
New York,2011-09-06,13.065113787790988,autumn
New York,2011-09-07,6.883526817249496,autumn
New York,2011-09-08,15.230659496257966,autumn
New York,2011-09-09,15.754151334903424,autumn
New York,2011-09-10,18.36884448979262,autumn
New York,2011-09-11,11.5462765955792,autumn
New York,2011-09-12,11.795897751922498,autumn
New York,2011-09-13,17.85773553777727,autumn
New York,2011-09-14,24.94394150347423,autumn
New York,2011-09-15,20.684177342216366,autumn
New York,2011-09-16,27.13293202738027,autumn
New York,2011-09-17,10.050367398296578,autumn
New York,2011-09-18,14.88048656916185,autumn
New York,2011-09-19,10.68005103781821,autumn
New York,2011-09-20,12.464658972717668,autumn
New York,2011-09-21,18.73517253941206,autumn
New York,2011-09-22,14.474460450104646,autumn
New York,2011-09-23,7.3752258739312175,autumn
New York,2011-09-24,9.231882697883584,autumn
New York,2011-09-25,17.905852007622798,autumn
New York,2011-09-26,20.32481275114058,autumn
New York,2011-09-27,12.405280649267645,autumn
New York,2011-09-28,11.268131880713877,autumn
New York,2011-09-29,20.385857577654292,autumn
New York,2011-09-30,23.753454046274,autumn
New York,2011-10-01,18.53443379009688,autumn
New York,2011-10-02,10.857195354262679,autumn
New York,2011-10-03,7.067323413356333,autumn
New York,2011-10-04,11.83703037711246,autumn
New York,2011-10-05,23.620469824002065,autumn
New York,2011-10-06,4.817387926941958,autumn
New York,2011-10-07,7.83529625836231,autumn
New York,2011-10-08,15.347190209680111,autumn
New York,2011-10-09,13.508082386405945,autumn
New York,2011-10-10,12.547082988448452,autumn
New York,2011-10-11,13.14619564688249,autumn
New York,2011-10-12,15.779667050803319,autumn
